coreid,identifier,accessURI
6687169,04f0ba44-ea09-435e-ab03-86c7d55c598b,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093824.jpg
6687166,a8f69fdf-6287-460b-ba89-b2d9b9e93246,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093827.jpg
6687163,98938f40-60f9-468d-be28-09c3ec0bf038,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093833.jpg
6687177,85d84ca6-af15-444a-bc28-823d3b69d793,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093835.jpg
6687156,24a02843-cf26-4572-aeef-d94145728bf6,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093838.jpg
6687175,99411482-b8c9-4449-8521-c82d85b61246,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093836.jpg
6687165,cd761d67-7f50-41f1-a436-2a838a3036e7,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093825.jpg
6687161,ee4d83b8-5311-45a1-acfe-6ec8a9be4e3b,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093839.jpg
6687160,62761f9f-bf5d-4509-95f8-822366d79321,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093840.jpg
6687157,34d6143b-bebf-47e1-b734-398daf0ec29a,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093841.jpg
6687158,4823bc9b-b2d4-411c-85ba-01c179b17566,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093842.jpg
6693130,052f58db-91ca-4e3d-a901-1bfa1ff96fa2,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093997.jpg
6687159,19238341-5626-43bd-ab6f-95d619a412bc,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093843.jpg
6693131,5a619d40-0d6c-40f4-a74a-2705036ded68,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093998.jpg
6693134,ffd37a8b-ee39-4ad9-9a37-655d238fed6f,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093999.jpg
6693140,3223d77e-cfe4-4a7c-8dc4-75c71b404706,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094002.jpg
6687176,7e0d0d79-ce49-4e3b-b1d2-28270a42e886,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000093845.jpg
6693148,943e848c-d28f-49ed-9899-36632bc2c33c,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094004.jpg
6693137,bfc94e05-4f29-49eb-9dcd-3b8eac1d6454,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094001.jpg
6693135,c5de139c-a7fd-4097-a6a7-f00a084dfefc,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094000.jpg
6693146,37d001cb-1689-4551-a36f-a6c5d3f74082,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094003.jpg
6690726,668271fd-61df-4c36-b9ea-960cbaeb8495,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094059.jpg
6690725,9ff0d1ca-f987-4788-874c-c2d6df043cc6,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094058.jpg
6690724,2a692927-a681-49b7-b6f2-40d706828388,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094057.jpg
6690728,47ac7604-97a5-4a77-a89c-d2cf31e4e4f8,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094061.jpg
6704475,9b8e02c6-f576-4701-bf62-19056625196d,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094062.jpg
6704474,43c6e6e2-63fe-4bd8-98e8-1f553c1d9ec6,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094063.jpg
6704479,71c4fec5-6db2-4d5f-8425-021851ebb3cf,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094065.jpg
6690727,a7ff29c5-9bd4-49ed-afa5-1b63aaade622,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094060.jpg
