id,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
6665285,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103159,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d33ff11b-2075-4184-a9fd-f08b738d800e,http://sernecportal.org/portal/collections/individual/index.php?occid=6665285,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103159.jpg
6665287,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103160,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:24813634-12d3-4600-a844-0307abc277fb,http://sernecportal.org/portal/collections/individual/index.php?occid=6665287,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103160.jpg
6665288,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103161,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d51af555-b8fd-4840-95d0-10b558fad708,http://sernecportal.org/portal/collections/individual/index.php?occid=6665288,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103161.jpg
6665290,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103162,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5699780b-acf2-4914-a9e8-903b0fb70d3c,http://sernecportal.org/portal/collections/individual/index.php?occid=6665290,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103162.jpg
6665292,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103164,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d2b99a54-69a2-4af5-bc85-3fcac0bba039,http://sernecportal.org/portal/collections/individual/index.php?occid=6665292,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103164.jpg
6665291,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103163,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c00d0d51-1235-44e9-9d0a-d654602f0782,http://sernecportal.org/portal/collections/individual/index.php?occid=6665291,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103163.jpg
6665294,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103165,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3e19813e-5263-4b86-ab6c-b5d820068707,http://sernecportal.org/portal/collections/individual/index.php?occid=6665294,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103165.jpg
6665296,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103166,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:16b606a1-056f-4654-aad8-ec7977e9fca0,http://sernecportal.org/portal/collections/individual/index.php?occid=6665296,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103166.jpg
6665300,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103169,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dd0d0794-717d-4608-9195-083e3128424f,http://sernecportal.org/portal/collections/individual/index.php?occid=6665300,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103169.jpg
6665298,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103168,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:161a23b9-6004-4e8d-a3a9-e6f00fd4879c,http://sernecportal.org/portal/collections/individual/index.php?occid=6665298,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103168.jpg
6665301,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103170,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dc56e2e8-c37a-40b6-a2cf-8dd9f6473de1,http://sernecportal.org/portal/collections/individual/index.php?occid=6665301,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103170.jpg
6665304,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103171,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:eb53bb88-43bf-4cbb-ba75-977f0e465a5c,http://sernecportal.org/portal/collections/individual/index.php?occid=6665304,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103171.jpg
6665305,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103172,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a7d96941-2d10-4427-9b55-5a7169046210,http://sernecportal.org/portal/collections/individual/index.php?occid=6665305,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103172.jpg
6665307,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103173,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5c105260-2c67-429a-a982-ec5e8a1bf62f,http://sernecportal.org/portal/collections/individual/index.php?occid=6665307,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103173.jpg
6665308,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103174,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5efacd81-33d4-42d6-8e92-4c1bb1619f39,http://sernecportal.org/portal/collections/individual/index.php?occid=6665308,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103174.jpg
6665309,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103175,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:16e267e3-830b-42dd-b8c7-4403eae97fff,http://sernecportal.org/portal/collections/individual/index.php?occid=6665309,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103175.jpg
6665312,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103177,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bdb539b1-bf7d-48f6-92fc-0462a7b2628a,http://sernecportal.org/portal/collections/individual/index.php?occid=6665312,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103177.jpg
6665311,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103176,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:94b87c01-cfcb-41a5-b9a4-33f9b0835c9e,http://sernecportal.org/portal/collections/individual/index.php?occid=6665311,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103176.jpg
6665313,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103178,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:233d0839-6b5f-4157-8838-fd17ed560893,http://sernecportal.org/portal/collections/individual/index.php?occid=6665313,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103178.jpg
6665314,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103179,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ef09134e-dbca-4fe6-9283-ee566015e3d0,http://sernecportal.org/portal/collections/individual/index.php?occid=6665314,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103179.jpg
6665316,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103180,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b6319c85-7aac-4195-855b-499cf116b276,http://sernecportal.org/portal/collections/individual/index.php?occid=6665316,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103180.jpg
6665317,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103181,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7a910142-c4d0-421a-890b-f3889f1e5fba,http://sernecportal.org/portal/collections/individual/index.php?occid=6665317,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103181.jpg
6665320,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103182,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4c19c2b8-6c12-4c87-8d9d-04b30fb25634,http://sernecportal.org/portal/collections/individual/index.php?occid=6665320,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103182.jpg
6665322,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103183,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f7b051b5-aa45-4911-add7-090b311587ea,http://sernecportal.org/portal/collections/individual/index.php?occid=6665322,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103183.jpg
6665324,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103184,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Texas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:470851cc-3d86-4855-9416-bea03fb1c932,http://sernecportal.org/portal/collections/individual/index.php?occid=6665324,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103184.jpg
6665326,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103185,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:443e363e-1462-4bf1-a543-1edea330cbc1,http://sernecportal.org/portal/collections/individual/index.php?occid=6665326,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103185.jpg
6665327,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103186,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e8a51599-7742-461a-81e1-9de466fceb63,http://sernecportal.org/portal/collections/individual/index.php?occid=6665327,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103186.jpg
6665330,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103187,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:47667d73-1afc-43d5-93f9-58bf4e239f10,http://sernecportal.org/portal/collections/individual/index.php?occid=6665330,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103187.jpg
6665331,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103188,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:55920053-5ac2-4ed3-98a1-849180d84a59,http://sernecportal.org/portal/collections/individual/index.php?occid=6665331,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103188.jpg
6665332,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103189,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:27b090e7-7cec-4da0-a175-cb0254775e5f,http://sernecportal.org/portal/collections/individual/index.php?occid=6665332,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103189.jpg
6665334,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103190,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Missouri,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:62ee8060-3069-4e44-b334-f1da4bd0f5a5,http://sernecportal.org/portal/collections/individual/index.php?occid=6665334,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103190.jpg
6665335,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103191,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0073ab86-4a02-4af8-afc7-e305a268e31f,http://sernecportal.org/portal/collections/individual/index.php?occid=6665335,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103191.jpg
6665337,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103192,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b85a0f99-a044-4fc8-933b-0c0940dc1237,http://sernecportal.org/portal/collections/individual/index.php?occid=6665337,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103192.jpg
6665338,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103193,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Tennessee,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7f6b72cf-bd45-49ce-bc2c-c03c95a149f0,http://sernecportal.org/portal/collections/individual/index.php?occid=6665338,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103193.jpg
6665339,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103194,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:88687f56-9702-40c8-bd32-9cb1135a1a67,http://sernecportal.org/portal/collections/individual/index.php?occid=6665339,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103194.jpg
6665348,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103195,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:270f8674-d12c-4b10-98b2-0a22fb45debc,http://sernecportal.org/portal/collections/individual/index.php?occid=6665348,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103195.jpg
6665349,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103196,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:36f2f0cb-dec2-46f0-b9cb-698e0da95feb,http://sernecportal.org/portal/collections/individual/index.php?occid=6665349,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103196.jpg
6665352,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103197,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f59f995a-20a6-4bda-b7ee-3da8a89b99cf,http://sernecportal.org/portal/collections/individual/index.php?occid=6665352,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103197.jpg
6665354,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103198,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:599e8cfe-2c37-4040-8d0d-8dfedc45320e,http://sernecportal.org/portal/collections/individual/index.php?occid=6665354,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103198.jpg
6665355,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103199,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7858250f-634a-49ad-bc04-25c158410881,http://sernecportal.org/portal/collections/individual/index.php?occid=6665355,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103199.jpg
6665356,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,103200,,Plantae,Magnoliophyta,,Ericales,Ericaceae,"Vaccinium arboreum",Marsh.,Vaccinium,arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:12f63586-5908-4446-90f7-7983a88962a9,http://sernecportal.org/portal/collections/individual/index.php?occid=6665356,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000103200.jpg
