id,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
6673594,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94853,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex cassine",L.,Ilex,cassine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:14e58dbe-5f0e-454c-81b3-1fb9a4a8a426,http://sernecportal.org/portal/collections/individual/index.php?occid=6673594,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094853.jpg
6673595,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94854,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex cassine",L.,Ilex,cassine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","South Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:21196aaf-991b-454c-bca6-c631c74b7520,http://sernecportal.org/portal/collections/individual/index.php?occid=6673595,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094854.jpg
6673596,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94855,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex cassine",L.,Ilex,cassine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0c190d43-b20d-4170-90b9-b5c0373df00e,http://sernecportal.org/portal/collections/individual/index.php?occid=6673596,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094855.jpg
6673598,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94856,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex cassine",L.,Ilex,cassine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:217119af-94b7-4b40-baea-729a3e210581,http://sernecportal.org/portal/collections/individual/index.php?occid=6673598,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094856.jpg
6673602,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94857,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e9087f0f-3119-4230-be28-f231151d2202,http://sernecportal.org/portal/collections/individual/index.php?occid=6673602,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094857.jpg
6673604,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94858,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a79f0603-4331-4f17-9976-e21009babf4f,http://sernecportal.org/portal/collections/individual/index.php?occid=6673604,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094858.jpg
6673605,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94859,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2a135655-12d5-42e3-870a-a5f91632f44e,http://sernecportal.org/portal/collections/individual/index.php?occid=6673605,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094859.jpg
6673608,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94860,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f4f4b65e-a6c5-4e34-9e72-e3c1a593ebda,http://sernecportal.org/portal/collections/individual/index.php?occid=6673608,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094860.jpg
6673609,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94861,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:07bc6177-1e1a-44e1-8366-d3246eb521a4,http://sernecportal.org/portal/collections/individual/index.php?occid=6673609,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094861.jpg
6673610,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94862,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f5f8e56b-e694-4b38-8154-d61931ee066d,http://sernecportal.org/portal/collections/individual/index.php?occid=6673610,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094862.jpg
6673611,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94863,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8446c49d-caa6-4976-b2d6-fb741272ee62,http://sernecportal.org/portal/collections/individual/index.php?occid=6673611,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094863.jpg
6673614,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94864,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:128fc17f-3a89-4088-bbad-3808cb3e0c2d,http://sernecportal.org/portal/collections/individual/index.php?occid=6673614,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094864.jpg
6673613,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94865,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:24677200-18d5-4107-b1c9-698ac6c7d27f,http://sernecportal.org/portal/collections/individual/index.php?occid=6673613,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094865.jpg
6673615,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94866,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6d75f982-cb9b-4169-b1f0-2c23ba18138f,http://sernecportal.org/portal/collections/individual/index.php?occid=6673615,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094866.jpg
6673617,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94867,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:87ef353c-56f2-41b8-8186-b21793f244e2,http://sernecportal.org/portal/collections/individual/index.php?occid=6673617,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094867.jpg
6673621,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94868,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Mississippi,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0e1e9fe6-263c-404e-a6b4-6763d6b2510d,http://sernecportal.org/portal/collections/individual/index.php?occid=6673621,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094868.jpg
6673622,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94869,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Louisiana,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:470ab990-0107-4fa7-a0cb-46466266932d,http://sernecportal.org/portal/collections/individual/index.php?occid=6673622,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094869.jpg
6673624,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94870,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f1cfe2db-7bf0-472d-b62a-6ae65bd3f1e5,http://sernecportal.org/portal/collections/individual/index.php?occid=6673624,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094870.jpg
6673627,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94872,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dc847672-0e7e-4003-b2d6-e157a2f9eda8,http://sernecportal.org/portal/collections/individual/index.php?occid=6673627,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094872.jpg
6673628,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94873,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:88fa6cf6-7abd-4001-9040-7cd895d1206d,http://sernecportal.org/portal/collections/individual/index.php?occid=6673628,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094873.jpg
6673626,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94871,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:95c0d873-8439-4058-a37a-5c6e4c98d777,http://sernecportal.org/portal/collections/individual/index.php?occid=6673626,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094871.jpg
6673630,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94874,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b9de70f1-dda8-4dd2-9019-f168d48b20b9,http://sernecportal.org/portal/collections/individual/index.php?occid=6673630,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094874.jpg
6673632,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94875,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:331c6afd-335d-4cbe-b7db-ef27c9379e18,http://sernecportal.org/portal/collections/individual/index.php?occid=6673632,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094875.jpg
6673635,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94877,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:77526311-a051-47dc-b84b-47a9a8958374,http://sernecportal.org/portal/collections/individual/index.php?occid=6673635,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094877.jpg
6673634,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94876,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:059cfb6a-f0f6-4691-b695-fffb991f3735,http://sernecportal.org/portal/collections/individual/index.php?occid=6673634,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094876.jpg
6673637,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94878,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Florida,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dd7e38ff-c820-46ac-88f7-890e831f1c9b,http://sernecportal.org/portal/collections/individual/index.php?occid=6673637,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094878.jpg
6673639,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94879,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:95eb7398-4adc-4686-a396-53aa70177eff,http://sernecportal.org/portal/collections/individual/index.php?occid=6673639,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094879.jpg
6673640,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94880,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d3551d89-9af3-4cb5-ad22-145cafb49366,http://sernecportal.org/portal/collections/individual/index.php?occid=6673640,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094880.jpg
6673579,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94881,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex cassine",L.,Ilex,cassine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c310c600-4b92-4d65-8dd8-ab03f1f08b76,http://sernecportal.org/portal/collections/individual/index.php?occid=6673579,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094881.jpg
6673578,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94882,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex cassine",L.,Ilex,cassine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:01063367-9ae7-43fa-8287-7f8b78700ba9,http://sernecportal.org/portal/collections/individual/index.php?occid=6673578,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094882.jpg
6673641,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94883,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2f863b7e-c6b2-484e-bd27-567084db03cb,http://sernecportal.org/portal/collections/individual/index.php?occid=6673641,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094883.jpg
6673643,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94884,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a99da65a-b8f9-4f1a-b335-e10d2aa735bc,http://sernecportal.org/portal/collections/individual/index.php?occid=6673643,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094884.jpg
6673644,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94885,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex coriacea","(Pursh) Chapm.",Ilex,coriacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:799e2155-bf19-4f6b-95fd-50d8fa2bb582,http://sernecportal.org/portal/collections/individual/index.php?occid=6673644,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094885.jpg
6673645,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94889,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex crenata",Thunb.,Ilex,crenata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8df4ce97-41f0-4cf2-b2f6-4da8b30d4fee,http://sernecportal.org/portal/collections/individual/index.php?occid=6673645,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094889.jpg
6673646,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94890,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex crenata",Thunb.,Ilex,crenata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:971ce576-848f-4a92-a402-d2c8bf3275db,http://sernecportal.org/portal/collections/individual/index.php?occid=6673646,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094890.jpg
6673647,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94891,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex crenata",Thunb.,Ilex,crenata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c07de266-41a7-4e78-bc9a-c0bc9ab3c885,http://sernecportal.org/portal/collections/individual/index.php?occid=6673647,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094891.jpg
6673682,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94952,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex glabra","(L.) A. Gray",Ilex,glabra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4e75aa07-92e6-4a71-a68d-52fbdf0c6ab4,http://sernecportal.org/portal/collections/individual/index.php?occid=6673682,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094952.jpg
6673683,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,94953,,Plantae,Magnoliophyta,,Aquifoliales,Aquifoliaceae,"Ilex glabra","(L.) A. Gray",Ilex,glabra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f0447a92-8156-48e6-8b09-f33d6ebc683e,http://sernecportal.org/portal/collections/individual/index.php?occid=6673683,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000094953.jpg
6666205,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,95012,,Plantae,Magnoliophyta,,Lamiales,Acanthaceae,"Justicia americana",Vahl,Justicia,americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Missouri,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e80bae07-fe76-4cf2-9df8-aafe48257d63,http://sernecportal.org/portal/collections/individual/index.php?occid=6666205,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000095012.jpg
6666206,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,95013,,Plantae,Magnoliophyta,,Lamiales,Acanthaceae,"Justicia americana",Vahl,Justicia,americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States","North Carolina",,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:006b7c14-b193-44f0-942e-7c470e27e528,http://sernecportal.org/portal/collections/individual/index.php?occid=6666206,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000095013.jpg
6666207,FSU,,5082277f-dd49-4b22-9e2d-746d2fb233b4,PreservedSpecimen,,95014,,Plantae,Magnoliophyta,,Lamiales,Acanthaceae,"Justicia americana",Vahl,Justicia,americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Virginia,,,,,,,,,,,,,,,,,,,,,,,en,,"7/13/15 11:23",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:62cdba1e-4c0d-4ef2-becd-54d614b02002,http://sernecportal.org/portal/collections/individual/index.php?occid=6666207,http://herbarium.bio.fsu.edu/showimage.php?Image=images/herbarium/jpegs/000095014.jpg
